year,month,maxTemp,minTemp,meanTemp,precipitation,CDDBase65
1872,Jan,,,,2,
1872,Feb,,,,2,
1872,Mar,48,-8,18,4,0
1872,Apr,85,28,38,1,1
1872,May,85,40,51,3,16
1872,Jun,94,47,61,5,175
1872,Jul,98,55,65,4,338
1872,Aug,95,50,64,11,265
1872,Sep,95,43,56,6,75
1872,Oct,75,35,44,5,2
1872,Nov,62,15,34,4,0
1872,Dec,47,-8,16,3,0
1873,Jan,52,-5,17,6,0
1873,Feb,52,-4,19,3,0
1873,Mar,60,12,26,4,0
1873,Apr,66,34,38,4,0
1873,May,89,34,47,5,41
1873,Jun,93,47,57,1,130
1873,Jul,96,55,63,4,267
1873,Aug,96,50,61,6,171
1873,Sep,90,42,53,3,61
1873,Oct,73,32,44,5,0
1873,Nov,57,11,26,8,0
1873,Dec,62,6,25,6,0
1874,Jan,60,0,23,4,0
1874,Feb,54,0,19,3,0
1874,Mar,63,6,26,2,0
1874,Apr,67,11,31,8,0
1874,May,86,32,46,4,19
1874,Jun,98,49,57,4,117
1874,Jul,94,54,63,3,259
1874,Aug,91,51,59,7,127
1874,Sep,90,46,57,2,64
1874,Oct,71,36,44,1,0
1874,Nov,64,13,33,3,0
1874,Dec,59,-2,22,2,0
1875,Jan,36,-2,12,4,0
1875,Feb,60,-5,13,4,0
1875,Mar,56,2,23,5,0
1875,Apr,69,21,34,5,0
1875,May,84,37,48,4,44
1875,Jun,94,46,56,7,130
1875,Jul,93,54,62,4,227
1875,Aug,87,54,63,4,207
1875,Sep,87,35,51,3,43
1875,Oct,74,30,42,5,0
1875,Nov,60,-2,26,5,0
1875,Dec,58,-11,22,1,0
1876,Jan,70,5,22,2,0
1876,Feb,56,-6,19,5,0
1876,Mar,68,5,25,7,0
1876,Apr,76,24,35,4,0
1876,May,86,34,46,3,22
1876,Jun,90,44,60,2,177
1876,Jul,96,52,65,6,299
1876,Aug,96,50,62,1,187
1876,Sep,91,44,53,4,22
1876,Oct,70,26,39,2,0
1876,Nov,75,14,35,11,0
1876,Dec,48,-4,13,4,0
1877,Jan,50,2,16,3,0
1877,Feb,56,13,25,0,0
1877,Mar,57,8,27,10,0
1877,Apr,73,29,37,4,0
1877,May,86,34,46,3,34
1877,Jun,92,47,58,3,105
1877,Jul,91,57,64,2,202
1877,Aug,92,58,64,4,229
1877,Sep,88,44,56,1,87
1877,Oct,82,31,43,9,4
1877,Nov,66,24,37,10,0
1877,Dec,59,14,27,1,0
1878,Jan,54,-6,18,8,0
1878,Feb,56,4,22,4,0
1878,Mar,71,10,31,6,0
1878,Apr,77,34,42,6,0
1878,May,85,38,48,1,10
1878,Jun,92,45,56,2,82
1878,Jul,98,54,64,5,284
1878,Aug,87,53,61,8,158
1878,Sep,91,40,56,3,86
1878,Oct,80,33,47,7,15
1878,Nov,61,22,33,9,0
1878,Dec,59,10,23,7,0
1879,Jan,56,0,14,3,0
1879,Feb,56,4,15,4,0
1879,Mar,61,8,26,4,0
1879,Apr,70,19,34,7,0
1879,May,93,38,50,1,56
1879,Jun,96,45,55,6,108
1879,Jul,94,50,62,3,203
1879,Aug,95,52,61,7,181
1879,Sep,89,34,52,2,40
1879,Oct,88,25,48,1,33
1879,Nov,69,9,30,3,0
1879,Dec,63,0,24,4,0
1880,Jan,59,8,26,4,0
1880,Feb,64,-5,21,4,0
1880,Mar,72,12,25,3,0
1880,Apr,73,22,37,3,0
1880,May,97,33,53,2,116
1880,Jun,93,48,58,1,177
1880,Jul,101,52,63,7,218
1880,Aug,96,47,60,3,213
1880,Sep,93,43,56,2,91
1880,Oct,80,27,42,3,0
1880,Nov,64,11,30,2,0
1880,Dec,50,-4,19,3,0
1881,Jan,48,-2,13,7,0
1881,Feb,55,-5,19,5,0
1881,Mar,53,24,31,10,0
1881,Apr,80,20,34,2,0
1881,May,91,36,47,4,33
1881,Jun,86,44,52,8,54
1881,Jul,89,54,61,3,179
1881,Aug,97,53,62,1,225
1881,Sep,102,49,59,2,132
1881,Oct,90,28,44,3,26
1881,Nov,71,15,34,4,0
1881,Dec,66,10,30,4,0
1882,Jan,52,-13,17,4,0
1882,Feb,60,4,21,5,0
1882,Mar,61,15,27,3,0
1882,Apr,68,19,33,2,0
1882,May,81,31,41,6,5
1882,Jun,94,48,56,1,121
1882,Jul,98,52,63,4,278
1882,Aug,92,51,61,1,219
1882,Sep,88,46,57,11,79
1882,Oct,83,39,48,2,12
1882,Nov,72,19,32,1,0
1882,Dec,54,6,23,3,0
1883,Jan,50,0,15,4,0
1883,Feb,60,11,19,3,0
1883,Mar,58,8,21,2,0
1883,Apr,74,23,36,3,0
1883,May,88,37,47,5,17
1883,Jun,91,51,60,2,182
1883,Jul,96,51,61,3,222
1883,Aug,92,48,59,0,141
1883,Sep,79,41,51,2,13
1883,Oct,80,29,39,6,5
1883,Nov,69,14,34,2,0
1883,Dec,58,-12,21,4,0
1884,Jan,52,0,16,6,0
1884,Feb,59,3,23,6,0
1884,Mar,60,4,26,5,0
1884,Apr,69,27,37,5,0
1884,May,88,35,46,3,10
1884,Jun,93,42,56,4,162
1884,Jul,90,54,60,4,143
1884,Aug,94,51,62,5,167
1884,Sep,94,40,57,0,145
1884,Oct,83,31,44,3,11
1884,Nov,65,22,33,3,0
1884,Dec,62,-10,26,4,0
1885,Jan,60,-2,18,5,0
1885,Feb,52,1,13,3,0
1885,Mar,59,3,18,1,0
1885,Apr,82,27,38,3,7
1885,May,84,35,46,4,13
1885,Jun,92,45,56,4,124
1885,Jul,93,51,63,1,227
1885,Aug,89,47,60,8,139
1885,Sep,84,39,51,2,25
1885,Oct,73,33,44,6,0
1885,Nov,69,23,37,6,0
1885,Dec,63,12,25,2,0
1886,Jan,54,-10,19,7,0
1886,Feb,57,-7,18,7,0
1886,Mar,64,-1,26,3,0
1886,Apr,84,27,40,2,2
1886,May,85,38,48,3,15
1886,Jun,82,50,56,1,38
1886,Jul,95,54,63,2,203
1886,Aug,90,49,60,4,136
1886,Sep,85,41,55,3,60
1886,Oct,80,27,44,3,6
1886,Nov,66,24,36,4,0
1886,Dec,55,6,21,4,0
1887,Jan,56,-5,16,5,0
1887,Feb,48,5,21,4,0
1887,Mar,53,10,24,4,0
1887,Apr,80,23,36,3,1
1887,May,89,45,52,2,42
1887,Jun,89,48,57,2,83
1887,Jul,95,61,67,4,304
1887,Aug,86,52,60,3,115
1887,Sep,80,40,52,1,20
1887,Oct,73,27,44,3,0
1887,Nov,69,12,34,2,0
1887,Dec,59,5,26,3,0
1888,Jan,57,-6,11,2,0
1888,Feb,56,-4,20,2,0
1888,Mar,58,10,25,3,0
1888,Apr,66,21,35,2,0
1888,May,77,35,46,5,1
1888,Jun,96,49,57,3,100
1888,Jul,89,51,60,2,151
1888,Aug,88,52,61,7,178
1888,Sep,80,36,54,7,35
1888,Oct,69,34,41,4,0
1888,Nov,74,13,36,5,0
1888,Dec,60,5,28,4,0
1889,Jan,60,9,30,4,0
1889,Feb,50,-1,19,2,0
1889,Mar,64,22,32,1,0
1889,Apr,81,32,41,3,1
1889,May,91,41,51,4,46
1889,Jun,87,50,61,3,151
1889,Jul,86,55,63,6,157
1889,Aug,84,52,61,4,107
1889,Sep,83,43,57,3,53
1889,Oct,74,32,42,3,0
1889,Nov,66,21,39,5,0
1889,Dec,65,10,31,2,0
1890,Jan,66,8,24,2,0
1890,Feb,64,5,25,2,0
1890,Mar,68,4,28,6,0
1890,Apr,72,26,38,2,0
1890,May,80,39,49,4,3
1890,Jun,87,50,56,2,72
1890,Jul,95,52,63,2,211
1890,Aug,89,50,62,3,144
1890,Sep,83,39,56,5,44
1890,Oct,77,36,46,6,1
1890,Nov,64,15,34,1,0
1890,Dec,56,0,18,4,0
1891,Jan,56,12,25,4,0
1891,Feb,62,2,24,4,0
1891,Mar,55,3,27,4,0
1891,Apr,78,27,39,2,4
1891,May,81,33,47,2,11
1891,Jun,96,45,57,3,107
1891,Jul,90,56,61,4,139
1891,Aug,90,54,63,4,178
1891,Sep,90,50,60,2,91
1891,Oct,83,28,44,6,7
1891,Nov,66,9,34,2,0
1891,Dec,64,11,33,4,0
1892,Jan,63,1,21,5,0
1892,Feb,46,5,23,2,0
1892,Mar,56,14,26,4,0
1892,Apr,77,27,39,1,0
1892,May,78,39,49,5,10
1892,Jun,96,49,61,3,175
1892,Jul,96,54,65,3,258
1892,Aug,94,55,64,5,193
1892,Sep,80,46,54,2,33
1892,Oct,78,36,45,2,2
1892,Nov,66,20,35,4,0
1892,Dec,48,0,24,1,0
1893,Jan,53,-4,12,3,
1893,Feb,53,-1,18,6,
1893,Mar,58,13,27,3,
1893,Apr,68,26,36,3,
1893,May,88,38,48,5,
1893,Jun,94,52,57,2,
1893,Jul,91,54,62,2,210
1893,Aug,93,53,62,6,165
1893,Sep,80,43,52,2,13
1893,Oct,79,30,48,3,
1893,Nov,68,20,34,2,
1893,Dec,57,0,20,5,
1894,Jan,56,2,23,3,
1894,Feb,51,-7,19,3,
1894,Mar,70,20,34,1,
1894,Apr,79,23,39,4,
1894,May,88,39,49,4,
1894,Jun,95,47,59,1,
1894,Jul,97,56,65,3,283
1894,Aug,90,47,60,3,134
1894,Sep,88,42,58,2,88
1894,Oct,76,38,47,5,0
1894,Nov,66,15,32,3,
1894,Dec,55,8,25,4,
1895,Jan,54,4,21,4,
1895,Feb,46,-6,16,1,
1895,Mar,58,14,28,3,0
1895,Apr,80,27,38,4,1
1895,May,90,36,50,3,
1895,Jun,96,50,60,2,
1895,Jul,85,54,62,3,152
1895,Aug,89,50,63,3,198
1895,Sep,96,42,57,2,
1895,Oct,70,32,41,6,0
1895,Nov,73,21,38,8,
1895,Dec,64,8,28,2,
1896,Jan,45,-10,18,2,
1896,Feb,56,-11,20,4,
1896,Mar,64,12,24,5,0
1896,Apr,84,25,39,2,6
1896,May,94,38,51,2,49
1896,Jun,92,49,58,3,107
1896,Jul,93,57,64,3,235
1896,Aug,95,52,63,2,197
1896,Sep,90,40,55,6,38
1896,Oct,76,33,44,3,3
1896,Nov,72,22,38,4,0
1896,Dec,58,4,23,2,0
1897,Jan,60,2,21,3,0
1897,Feb,52,12,24,2,0
1897,Mar,57,7,29,3,0
1897,Apr,81,21,40,3,4
1897,May,76,39,50,4,2
1897,Jun,87,47,54,4,50
1897,Jul,94,55,64,4,230
1897,Aug,86,53,62,4,155
1897,Sep,94,41,54,2,71
1897,Oct,88,32,46,0,31
1897,Nov,68,13,33,6,0
1897,Dec,64,9,28,4,0
1898,Jan,55,1,22,4,0
1898,Feb,59,5,26,5,0
1898,Mar,66,25,36,2,0
1898,Apr,72,23,37,6,0
1898,May,84,39,49,4,13
1898,Jun,92,50,58,2,103
1898,Jul,99,55,64,4,237
1898,Aug,94,55,65,6,260
1898,Sep,92,44,57,2,117
1898,Oct,85,35,47,7,20
1898,Nov,63,22,36,5,0
1898,Dec,58,0,25,2,0
1899,Jan,57,-3,20,4,0
1899,Feb,54,-4,20,3,0
1899,Mar,65,15,27,6,0
1899,Apr,83,28,39,1,3
1899,May,89,41,49,1,26
1899,Jun,93,52,60,3,161
1899,Jul,94,55,64,3,253
1899,Aug,90,53,61,3,134
1899,Sep,82,44,54,5,27
1899,Oct,77,34,47,2,2
1899,Nov,66,25,35,3,0
1899,Dec,66,5,29,2,0
1900,Jan,60,8,21,4,0
1900,Feb,60,-4,22,7,0
1900,Mar,59,7,24,5,0
1900,Apr,81,27,40,2,1
1900,May,93,33,45,5,18
1900,Jun,94,46,59,2,151
1900,Jul,97,55,65,3,284
1900,Aug,97,52,63,2,207
1900,Sep,91,44,58,5,96
1900,Oct,82,32,50,3,23
1900,Nov,73,21,38,4,0
1900,Dec,59,8,26,2,0
1901,Jan,50,-3,20,2,0
1901,Feb,47,10,17,1,0
1901,Mar,58,9,30,7,0
1901,Apr,75,33,39,7,0
1901,May,84,38,48,6,11
1901,Jun,97,49,59,1,152
1901,Jul,96,53,65,5,276
1901,Aug,88,59,64,3,184
1901,Sep,89,44,57,2,98
1901,Oct,76,35,46,3,0
1901,Nov,65,12,31,2,0
1901,Dec,64,9,25,8,0
1902,Jan,54,4,19,2,
1902,Feb,52,12,23,4,0
1902,Mar,69,26,36,5,0
1902,Apr,75,34,41,3,0
1902,May,88,34,49,1,28
1902,Jun,92,49,55,2,49
1902,Jul,91,52,61,3,133
1902,Aug,85,53,60,2,110
1902,Sep,89,47,56,2,46
1902,Oct,76,33,46,4,4
1902,Nov,70,28,38,1,0
1902,Dec,58,-8,20,4,0
1903,Jan,50,-1,21,3,0
1903,Feb,62,3,24,4,0
1903,Mar,76,23,36,6,0
1903,Apr,83,26,40,4,11
1903,May,88,34,50,0,53
1903,Jun,85,48,53,7,15
1903,Jul,93,55,63,3,217
1903,Aug,86,52,58,3,71
1903,Sep,91,42,56,2,98
1903,Oct,76,31,47,4,3
1903,Nov,74,15,33,1,0
1903,Dec,55,2,21,3,0
1904,Jan,46,-6,14,5,0
1904,Feb,49,-1,14,2,0
1904,Mar,70,8,27,2,0
1904,Apr,70,26,37,9,0
1904,May,87,43,52,3,44
1904,Jun,92,48,56,2,94
1904,Jul,89,56,64,1,213
1904,Aug,89,52,61,2,140
1904,Sep,86,35,54,6,56
1904,Oct,74,27,42,2,0
1904,Nov,60,15,31,2,0
1904,Dec,49,6,19,3,0
1905,Jan,52,4,18,4,0
1905,Feb,43,3,16,2,0
1905,Mar,69,12,29,2,0
1905,Apr,74,30,38,2,0
1905,May,83,38,49,1,28
1905,Jun,90,46,57,5,105
1905,Jul,94,59,65,1,266
1905,Aug,90,51,62,3,165
1905,Sep,81,41,55,5,32
1905,Oct,80,32,46,1,12
1905,Nov,64,13,33,2,0
1905,Dec,61,8,28,3,0
1906,Jan,68,9,28,3,
1906,Feb,63,-1,22,3,0
1906,Mar,56,8,25,5,0
1906,Apr,70,28,40,2,0
1906,May,86,38,49,5,22
1906,Jun,88,46,58,3,110
1906,Jul,89,55,64,5,176
1906,Aug,93,57,65,2,232
1906,Sep,90,44,57,3,84
1906,Oct,73,35,46,4,0
1906,Nov,68,23,35,3,0
1906,Dec,54,1,22,4,0
1907,Jan,58,-7,19,3,0
1907,Feb,52,-2,13,2,0
1907,Mar,71,14,30,2,0
1907,Apr,73,27,35,3,0
1907,May,81,33,45,3,7
1907,Jun,94,45,56,3,130
1907,Jul,91,58,64,1,233
1907,Aug,94,54,62,1,161
1907,Sep,87,44,57,7,88
1907,Oct,74,32,42,3,0
1907,Nov,61,25,37,6,0
1907,Dec,64,20,30,4,0
1908,Jan,57,1,23,2,
1908,Feb,60,-2,19,3,0
1908,Mar,70,15,31,3,0
1908,Apr,85,24,38,2,12
1908,May,88,39,51,4,46
1908,Jun,90,49,60,1,173
1908,Jul,97,58,65,3,296
1908,Aug,90,47,63,4,172
1908,Sep,88,47,58,1,81
1908,Oct,80,35,48,4,13
1908,Nov,65,25,36,1,0
1908,Dec,67,10,26,2,0
1909,Jan,60,3,22,4,0
1909,Feb,59,3,25,5,0
1909,Mar,55,17,30,3,0
1909,Apr,83,25,39,4,2
1909,May,83,38,48,2,10
1909,Jun,94,49,61,4,191
1909,Jul,95,53,63,1,212
1909,Aug,94,50,62,4,160
1909,Sep,82,46,55,5,31
1909,Oct,77,33,45,1,3
1909,Nov,76,27,39,4,0
1909,Dec,56,4,25,3,0
1910,Jan,57,-3,25,4,0
1910,Feb,60,-3,21,3,0
1910,Mar,78,17,34,1,0
1910,Apr,78,35,44,2,0
1910,May,86,40,50,1,17
1910,Jun,92,46,58,5,123
1910,Jul,94,58,67,1,316
1910,Aug,88,54,62,1,139
1910,Sep,82,47,55,2,40
1910,Oct,85,33,47,1,27
1910,Nov,61,26,36,4,0
1910,Dec,55,6,20,2,0
1911,Jan,60,4,24,2,0
1911,Feb,56,4,20,3,0
1911,Mar,66,14,28,3,0
1911,Apr,80,23,38,2,8
1911,May,92,33,53,0,72
1911,Jun,86,50,58,4,79
1911,Jul,104,57,68,5,385
1911,Aug,92,55,62,4,155
1911,Sep,85,41,55,3,61
1911,Oct,73,34,46,2,0
1911,Nov,68,25,34,4,0
1911,Dec,68,15,33,3,0
1912,Jan,53,-5,14,3,0
1912,Feb,57,-1,20,2,0
1912,Mar,64,11,28,4,0
1912,Apr,77,27,39,3,2
1912,May,86,42,50,4,30
1912,Jun,92,45,58,0,152
1912,Jul,99,56,64,5,266
1912,Aug,90,49,61,2,154
1912,Sep,90,40,56,2,84
1912,Oct,86,36,49,1,17
1912,Nov,70,24,38,3,0
1912,Dec,69,15,32,5,0
1913,Jan,62,13,31,2,0
1913,Feb,60,3,19,3,0
1913,Mar,73,10,33,5,0
1913,Apr,76,29,41,5,2
1913,May,78,37,48,3,1
1913,Jun,91,47,58,1,121
1913,Jul,96,60,65,3,282
1913,Aug,96,56,62,3,189
1913,Sep,86,41,54,3,54
1913,Oct,74,31,51,6,0
1913,Nov,71,27,39,2,0
1913,Dec,56,18,31,3,0
1914,Jan,63,-9,21,3,0
1914,Feb,56,-11,17,3,0
1914,Mar,74,16,30,4,0
1914,Apr,87,27,37,6,7
1914,May,95,38,51,3,
1914,Jun,94,49,58,1,119
1914,Jul,90,51,61,3,158
1914,Aug,90,55,63,3,183
1914,Sep,94,34,55,0,129
1914,Oct,83,29,49,2,24
1914,Nov,74,20,35,3,0
1914,Dec,62,-2,24,3,0
1915,Jan,62,3,27,6,0
1915,Feb,61,10,26,3,0
1915,Mar,60,13,27,,0
1915,Apr,84,30,42,2,1
1915,May,80,39,48,2,6
1915,Jun,87,44,56,1,58
1915,Jul,90,58,63,9,173
1915,Aug,89,51,62,6,163
1915,Sep,94,44,59,1,147
1915,Oct,78,37,48,3,10
1915,Nov,72,29,38,2,0
1915,Dec,61,16,28,4,0
1916,Jan,66,4,24,1,0
1916,Feb,57,0,18,5,0
1916,Mar,55,7,24,3,0
1916,Apr,68,32,39,4,0
1916,May,85,44,50,3,10
1916,Jun,84,49,55,5,45
1916,Jul,93,56,65,6,250
1916,Aug,95,54,64,2,223
1916,Sep,90,44,56,2,83
1916,Oct,84,36,47,1,20
1916,Nov,68,22,35,2,0
1916,Dec,59,10,27,3,0
1917,Jan,55,5,23,3,0
1917,Feb,53,-3,18,3,0
1917,Mar,61,17,30,4,0
1917,Apr,72,26,38,3,0
1917,May,80,36,44,4,1
1917,Jun,87,50,57,4,100
1917,Jul,98,56,66,1,275
1917,Aug,98,58,65,7,254
1917,Sep,83,40,52,2,26
1917,Oct,71,37,44,5,0
1917,Nov,65,13,32,1,0
1917,Dec,48,-14,16,3,0
1918,Jan,54,-3,14,3,0
1918,Feb,57,-10,17,2,0
1918,Mar,69,11,28,3,0
1918,Apr,76,31,40,3,0
1918,May,89,44,53,2,56
1918,Jun,92,47,56,2,60
1918,Jul,98,54,63,3,211
1918,Aug,96,53,63,2,190
1918,Sep,81,45,54,9,30
1918,Oct,79,38,48,1,16
1918,Nov,65,19,39,1,0
1918,Dec,63,13,28,3,0
1919,Jan,59,2,26,4,0
1919,Feb,52,16,25,3,0
1919,Mar,63,15,33,4,0
1919,Apr,68,19,40,2,0
1919,May,93,41,51,4,29
1919,Jun,98,49,58,1,143
1919,Jul,101,55,66,5,291
1919,Aug,90,55,61,5,140
1919,Sep,91,45,56,6,52
1919,Oct,81,33,47,2,9
1919,Nov,65,25,36,5,0
1919,Dec,61,-6,21,2,0
1920,Jan,48,-8,12,3,0
1920,Feb,52,-7,21,6,0
1920,Mar,72,10,30,4,0
1920,Apr,67,26,38,6,0
1920,May,86,36,48,5,8
1920,Jun,90,47,58,6,131
1920,Jul,90,56,63,2,242
1920,Aug,93,56,65,2,224
1920,Sep,85,45,58,2,63
1920,Oct,82,37,51,2,12
1920,Nov,64,22,35,5,0
1920,Dec,58,5,30,4,0
1921,Jan,56,0,24,2,0
1921,Feb,59,8,26,3,0
1921,Mar,83,20,37,2,0
1921,Apr,77,32,44,5,1
1921,May,93,41,50,4,54
1921,Jun,93,49,59,4,139
1921,Jul,95,58,66,12,270
1921,Aug,92,55,62,2,158
1921,Sep,93,53,60,1,131
1921,Oct,79,31,47,1,3
1921,Nov,72,25,35,6,0
1921,Dec,58,2,24,2,0
1922,Jan,51,0,20,1,0
1922,Feb,56,-4,24,3,0
1922,Mar,79,14,32,4,0
1922,Apr,85,29,40,2,0
1922,May,86,43,52,5,35
1922,Jun,92,52,61,8,149
1922,Jul,93,58,64,3,229
